IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
168.138.200.155,2087,2087,true,HKG,Asia Pacific,Hong Kong,154,4.93
155.248.176.28,8443,8443,true,HKG,Asia Pacific,Hong Kong,144,4.93
158.101.158.238,2082,2082,false,HKG,Asia Pacific,Hong Kong,142,4.92
158.101.68.100,2096,2096,true,HKG,Asia Pacific,Hong Kong,141,4.92
138.3.210.114,2082,2082,false,HKG,Asia Pacific,Hong Kong,141,4.90
138.3.217.39,2086,2086,false,HKG,Asia Pacific,Hong Kong,157,4.89
152.70.103.145,80,80,false,HKG,Asia Pacific,Hong Kong,142,4.88
155.248.167.70,2095,2095,false,HKG,Asia Pacific,Hong Kong,148,4.87
150.230.107.197,2082,2082,false,NRT,Asia Pacific,Tokyo,88,4.87
155.248.168.251,8080,8080,false,HKG,Asia Pacific,Hong Kong,149,4.87
132.145.125.86,2095,2095,false,HKG,Asia Pacific,Hong Kong,142,4.86
158.101.140.154,2052,2052,false,HKG,Asia Pacific,Hong Kong,151,4.86
168.138.195.31,2083,2083,true,SIN,Asia Pacific,Singapore,210,4.84
158.101.155.246,2082,2082,false,HKG,Asia Pacific,Hong Kong,146,4.84
168.138.212.175,8880,8880,false,HKG,Asia Pacific,Hong Kong,141,4.82
132.145.123.143,2086,2086,false,SIN,Asia Pacific,Singapore,155,4.82
89.168.118.76,443,443,true,FRA,Europe,Frankfurt,207,4.81
155.248.185.38,2087,2087,true,HKG,Asia Pacific,Hong Kong,142,4.80
168.138.192.185,2053,2053,true,HKG,Asia Pacific,Hong Kong,181,4.80
129.151.152.254,80,80,false,AMS,Europe,Amsterdam,127,4.80
168.138.197.222,2096,2096,true,HKG,Asia Pacific,Hong Kong,166,4.79
158.101.68.100,8443,8443,true,HKG,Asia Pacific,Hong Kong,161,4.79
168.138.217.146,2053,2053,true,HKG,Asia Pacific,Hong Kong,185,4.79
155.248.182.244,2087,2087,true,SIN,Asia Pacific,Singapore,156,4.79
150.230.196.73,2086,2086,false,HKG,Asia Pacific,Hong Kong,143,4.79
158.101.145.246,2053,2053,true,HKG,Asia Pacific,Hong Kong,234,4.78
155.248.168.251,8443,8443,true,SIN,Asia Pacific,Singapore,170,4.78
132.145.125.86,2053,2053,true,HKG,Asia Pacific,Hong Kong,159,4.77
151.145.69.174,80,80,false,HKG,Asia Pacific,Hong Kong,150,4.77
150.230.208.113,8880,8880,false,SIN,Asia Pacific,Singapore,197,4.77
141.147.94.252,443,443,true,FRA,Europe,Frankfurt,186,4.76
152.70.102.124,2053,2053,true,HKG,Asia Pacific,Hong Kong,144,4.76
155.248.169.71,8880,8880,false,HKG,Asia Pacific,Hong Kong,140,4.76
132.145.127.21,8443,8443,true,NRT,Asia Pacific,Tokyo,75,4.76
150.230.192.173,2095,2095,false,HKG,Asia Pacific,Hong Kong,143,4.74
138.3.212.162,2082,2082,false,HKG,Asia Pacific,Hong Kong,138,4.73
158.101.88.214,2053,2053,true,NRT,Asia Pacific,Tokyo,77,4.73
152.70.103.145,8443,8443,true,HKG,Asia Pacific,Hong Kong,199,4.73
151.145.74.199,8880,8880,false,HKG,Asia Pacific,Hong Kong,148,4.73
158.101.215.45,8443,443,true,AMS,Europe,Amsterdam,171,4.73
155.248.169.71,2096,2096,true,HKG,Asia Pacific,Hong Kong,147,4.72
138.2.14.248,2053,2053,true,HKG,Asia Pacific,Hong Kong,169,4.72
158.179.180.233,8080,8080,false,NRT,Asia Pacific,Tokyo,79,4.72
168.138.195.31,2095,2095,false,HKG,Asia Pacific,Hong Kong,151,4.71
138.3.220.4,2052,2052,false,HKG,Asia Pacific,Hong Kong,140,4.71
138.3.208.9,2083,2083,true,HKG,Asia Pacific,Hong Kong,215,4.71
138.3.220.4,8880,8880,false,HKG,Asia Pacific,Hong Kong,142,4.71
138.2.14.209,8443,8443,true,HKG,Asia Pacific,Hong Kong,197,4.71
132.145.123.238,8443,8443,true,HKG,Asia Pacific,Hong Kong,140,4.71
150.230.212.87,2082,2082,false,HKG,Asia Pacific,Hong Kong,148,4.70
158.101.150.74,2082,2082,false,HKG,Asia Pacific,Hong Kong,142,4.70
151.145.64.170,2087,2087,true,HKG,Asia Pacific,Hong Kong,207,4.69
132.145.123.238,2052,2052,false,NRT,Asia Pacific,Tokyo,85,4.69
158.101.89.33,2083,2083,true,HKG,Asia Pacific,Hong Kong,144,4.69
158.101.149.122,2052,2052,false,NRT,Asia Pacific,Tokyo,77,4.68
151.145.74.199,2082,2082,false,HKG,Asia Pacific,Hong Kong,139,4.67
138.3.217.39,80,80,false,HKG,Asia Pacific,Hong Kong,146,4.67
158.101.146.165,80,80,false,HKG,Asia Pacific,Hong Kong,201,4.67
155.248.167.70,2053,2053,true,HKG,Asia Pacific,Hong Kong,175,4.65
158.101.147.4,8080,8080,false,SIN,Asia Pacific,Singapore,158,4.65
132.145.122.95,2087,2087,true,NRT,Asia Pacific,Tokyo,81,4.65
151.145.74.199,2083,2083,true,NRT,Asia Pacific,Tokyo,85,4.65
84.235.169.234,443,443,true,AMS,Europe,Amsterdam,173,4.65
138.3.211.101,2096,2096,true,SIN,Asia Pacific,Singapore,349,4.63
129.151.152.254,443,443,true,AMS,Europe,Amsterdam,125,4.63
141.147.47.32,8443,443,true,FRA,Europe,Frankfurt,188,4.63
150.230.202.132,2082,2082,false,HKG,Asia Pacific,Hong Kong,143,4.62
146.235.219.98,443,443,true,SJC,North America,San Jose,188,4.62
129.153.213.8,443,443,true,LAX,North America,Los Angeles,176,4.61
150.230.107.197,2052,2052,false,HKG,Asia Pacific,Hong Kong,140,4.61
168.138.212.184,2086,2086,false,NRT,Asia Pacific,Tokyo,86,4.61
132.145.125.86,2083,2083,true,HKG,Asia Pacific,Hong Kong,149,4.60
155.248.182.244,2096,2096,true,HKG,Asia Pacific,Hong Kong,142,4.60
152.70.98.174,2053,2053,true,HKG,Asia Pacific,Hong Kong,200,4.59
152.70.103.145,2096,2096,true,HKG,Asia Pacific,Hong Kong,143,4.59
144.24.189.21,8443,443,true,FRA,Europe,Frankfurt,197,4.59
168.138.212.175,2082,2082,false,HKG,Asia Pacific,Hong Kong,145,4.58
155.248.180.103,2087,2087,true,HKG,Asia Pacific,Hong Kong,152,4.57
155.248.167.70,2083,2083,true,HKG,Asia Pacific,Hong Kong,165,4.57
155.248.176.28,2053,2053,true,HKG,Asia Pacific,Hong Kong,145,4.56
138.3.220.4,2087,2087,true,HKG,Asia Pacific,Hong Kong,174,4.55
152.70.106.185,2083,2083,true,HKG,Asia Pacific,Hong Kong,147,4.54
146.56.133.140,2096,80,false,HKG,Asia Pacific,Hong Kong,73,4.54
150.230.217.63,2082,2082,false,HKG,Asia Pacific,Hong Kong,150,4.53
155.248.162.160,80,80,false,HKG,Asia Pacific,Hong Kong,150,4.53
151.145.68.166,2087,2087,true,HKG,Asia Pacific,Hong Kong,140,4.53
158.101.158.238,2096,2096,true,SIN,Asia Pacific,Singapore,151,4.52
138.2.7.72,2083,2083,true,HKG,Asia Pacific,Hong Kong,185,4.52
168.138.197.222,8880,8880,false,HKG,Asia Pacific,Hong Kong,144,4.52
140.238.53.190,2087,2087,true,HKG,Asia Pacific,Hong Kong,140,4.51
152.70.98.174,2087,2087,true,HKG,Asia Pacific,Hong Kong,161,4.51
158.101.159.181,8443,8443,true,HKG,Asia Pacific,Hong Kong,150,4.51
151.145.68.166,2086,2086,false,HKG,Asia Pacific,Hong Kong,145,4.50
140.238.50.99,2087,2087,true,NRT,Asia Pacific,Tokyo,81,4.49
155.248.160.83,2095,2095,false,HKG,Asia Pacific,Hong Kong,144,4.48
168.138.212.175,2083,2083,true,HKG,Asia Pacific,Hong Kong,198,4.48
150.230.107.197,8443,8443,true,HKG,Asia Pacific,Hong Kong,145,4.48
168.138.197.222,8443,8443,true,LAX,North America,Los Angeles,213,4.47
158.101.159.181,2095,2095,false,HKG,Asia Pacific,Hong Kong,144,4.46
158.101.150.126,2082,2082,false,NRT,Asia Pacific,Tokyo,82,4.46
138.2.10.251,2052,2052,false,HKG,Asia Pacific,Hong Kong,143,4.46
132.145.125.86,8443,8443,true,SIN,Asia Pacific,Singapore,151,4.46
138.3.210.114,2052,2052,false,HKG,Asia Pacific,Hong Kong,148,4.45
155.248.176.28,2052,2052,false,NRT,Asia Pacific,Tokyo,77,4.43
158.101.69.144,2083,2083,true,HKG,Asia Pacific,Hong Kong,142,4.43
155.248.168.251,2053,2053,true,HKG,Asia Pacific,Hong Kong,154,4.43
141.144.232.159,443,443,true,FRA,Europe,Frankfurt,178,4.43
151.145.71.127,8443,8443,true,HKG,Asia Pacific,Hong Kong,149,4.41
168.138.217.146,2083,2083,true,HKG,Asia Pacific,Hong Kong,197,4.40
141.147.191.132,2095,2095,false,HKG,Asia Pacific,Hong Kong,142,4.40
158.101.68.100,2083,2083,true,HKG,Asia Pacific,Hong Kong,153,4.38
168.138.207.64,2087,2087,true,HKG,Asia Pacific,Hong Kong,190,4.38
150.230.105.53,8080,8080,false,HKG,Asia Pacific,Hong Kong,146,4.38
158.101.68.100,2087,2087,true,HKG,Asia Pacific,Hong Kong,142,4.37
158.101.137.74,2087,2087,true,HKG,Asia Pacific,Hong Kong,142,4.36
152.70.103.145,8080,8080,false,HKG,Asia Pacific,Hong Kong,140,4.36
151.145.69.105,8080,8080,false,HKG,Asia Pacific,Hong Kong,134,4.35
152.70.98.174,2082,2082,false,NRT,Asia Pacific,Tokyo,90,4.33
158.101.159.181,2053,2053,true,HKG,Asia Pacific,Hong Kong,150,4.31
158.179.178.145,2086,2086,false,NRT,Asia Pacific,Tokyo,88,4.31
158.101.158.238,2087,2087,true,HKG,Asia Pacific,Hong Kong,189,4.31
150.230.199.118,2082,2082,false,HKG,Asia Pacific,Hong Kong,142,4.31
138.3.212.144,2096,2096,true,HKG,Asia Pacific,Hong Kong,146,4.30
152.70.106.185,2053,2053,true,SIN,Asia Pacific,Singapore,213,4.30
155.248.176.28,2095,2095,false,HKG,Asia Pacific,Hong Kong,142,4.30
158.101.70.155,2053,2053,true,HKG,Asia Pacific,Hong Kong,141,4.29
152.70.102.124,2083,2083,true,HKG,Asia Pacific,Hong Kong,129,4.29
132.145.126.204,2053,2053,true,NRT,Asia Pacific,Tokyo,95,4.29
132.145.123.112,2082,2082,false,NRT,Asia Pacific,Tokyo,79,4.28
158.179.178.145,80,80,false,NRT,Asia Pacific,Tokyo,82,4.27
151.145.68.104,8443,8443,true,HKG,Asia Pacific,Hong Kong,152,4.27
150.230.199.118,8880,8880,false,HKG,Asia Pacific,Hong Kong,143,4.26
158.101.158.251,2082,2082,false,HKG,Asia Pacific,Hong Kong,140,4.26
152.70.102.124,8443,8443,true,HKG,Asia Pacific,Hong Kong,175,4.24
168.138.212.74,2083,2083,true,SIN,Asia Pacific,Singapore,211,4.23
150.230.99.142,443,443,true,NRT,Asia Pacific,Tokyo,99,4.22
155.248.160.83,80,80,false,HKG,Asia Pacific,Hong Kong,145,4.22
158.101.131.218,2083,2083,true,HKG,Asia Pacific,Hong Kong,151,4.22
158.101.146.160,2095,2095,false,HKG,Asia Pacific,Hong Kong,143,4.21
158.179.178.145,2095,2095,false,NRT,Asia Pacific,Tokyo,94,4.21
158.101.149.122,2095,2095,false,HKG,Asia Pacific,Hong Kong,142,4.21
168.138.217.146,8443,8443,true,HKG,Asia Pacific,Hong Kong,145,4.19
138.2.29.250,2087,2087,true,SIN,Asia Pacific,Singapore,235,4.18
168.138.205.195,2052,2052,false,NRT,Asia Pacific,Tokyo,77,4.17
158.101.154.70,2053,2053,true,HKG,Asia Pacific,Hong Kong,213,4.17
168.138.206.236,2096,2096,true,HKG,Asia Pacific,Hong Kong,206,4.16
168.138.211.188,8443,8443,true,HKG,Asia Pacific,Hong Kong,201,4.15
151.145.68.166,8080,8080,false,HKG,Asia Pacific,Hong Kong,156,4.15
138.2.6.15,2087,2087,true,HKG,Asia Pacific,Hong Kong,142,4.15
155.248.162.160,2086,2086,false,HKG,Asia Pacific,Hong Kong,142,4.14
168.138.205.38,2083,2083,true,HKG,Asia Pacific,Hong Kong,145,4.13
158.101.159.181,2083,2083,true,NRT,Asia Pacific,Tokyo,113,4.12
150.230.107.197,2086,2086,false,HKG,Asia Pacific,Hong Kong,148,4.09
158.101.147.4,2087,2087,true,HKG,Asia Pacific,Hong Kong,191,4.09
168.138.211.131,2087,2087,true,HKG,Asia Pacific,Hong Kong,164,4.09
138.2.13.133,2087,2087,true,HKG,Asia Pacific,Hong Kong,173,4.08
150.230.201.162,8880,8880,false,HKG,Asia Pacific,Hong Kong,145,4.08
158.179.182.19,2053,2053,true,NRT,Asia Pacific,Tokyo,100,4.07
150.230.204.117,8080,8080,false,HKG,Asia Pacific,Hong Kong,140,4.07
138.3.222.204,2086,2086,false,HKG,Asia Pacific,Hong Kong,147,4.06
155.248.187.37,8880,8880,false,HKG,Asia Pacific,Hong Kong,146,4.05
138.3.223.50,8880,8880,false,SIN,Asia Pacific,Singapore,150,4.05
152.70.104.69,2095,2095,false,HKG,Asia Pacific,Hong Kong,150,4.05
138.3.211.101,2053,2053,true,HKG,Asia Pacific,Hong Kong,148,4.04
151.145.69.174,2087,2087,true,HKG,Asia Pacific,Hong Kong,202,4.04
138.3.211.101,8443,8443,true,HKG,Asia Pacific,Hong Kong,168,4.03
168.138.211.131,80,80,false,HKG,Asia Pacific,Hong Kong,164,4.03
140.238.33.165,2096,2096,true,NRT,Asia Pacific,Tokyo,82,4.03
151.145.68.104,2087,2087,true,SIN,Asia Pacific,Singapore,158,4.03
138.3.223.50,2095,2095,false,HKG,Asia Pacific,Hong Kong,149,4.02
138.2.13.200,8880,8880,false,LAX,North America,Los Angeles,181,4.01
151.145.74.56,8880,8880,false,HKG,Asia Pacific,Hong Kong,140,4.01
129.159.37.136,8443,443,true,SJC,North America,San Jose,191,4.01
158.101.131.218,2096,2096,true,HKG,Asia Pacific,Hong Kong,175,4.00
168.138.200.155,2086,2086,false,NRT,Asia Pacific,Tokyo,85,4.00
152.70.99.187,8880,8880,false,HKG,Asia Pacific,Hong Kong,142,3.99
158.101.140.154,2083,2083,true,HKG,Asia Pacific,Hong Kong,167,3.98
138.3.212.226,2052,2052,false,HKG,Asia Pacific,Hong Kong,153,3.97
158.101.150.74,8880,8880,false,HKG,Asia Pacific,Hong Kong,143,3.96
168.138.197.222,2087,2087,true,HKG,Asia Pacific,Hong Kong,165,3.96
138.3.211.101,2083,2083,true,SIN,Asia Pacific,Singapore,176,3.96
158.101.150.74,2087,2087,true,HKG,Asia Pacific,Hong Kong,144,3.96
155.248.179.132,2052,2052,false,SIN,Asia Pacific,Singapore,150,3.95
158.101.159.212,2053,2053,true,SIN,Asia Pacific,Singapore,160,3.95
138.2.6.252,8080,8080,false,NRT,Asia Pacific,Tokyo,79,3.94
138.3.214.43,2083,2083,true,HKG,Asia Pacific,Hong Kong,215,3.94
158.101.140.252,2052,2052,false,NRT,Asia Pacific,Tokyo,82,3.91
168.138.196.237,2053,2053,true,SIN,Asia Pacific,Singapore,156,3.91
168.138.209.84,2086,2086,false,NRT,Asia Pacific,Tokyo,84,3.89
158.101.146.160,8880,8880,false,HKG,Asia Pacific,Hong Kong,157,3.89
168.138.196.164,2052,2052,false,HKG,Asia Pacific,Hong Kong,140,3.89
150.230.105.53,8880,8880,false,HKG,Asia Pacific,Hong Kong,146,3.89
151.145.71.127,2083,2083,true,HKG,Asia Pacific,Hong Kong,195,3.87
158.101.148.221,2087,2087,true,HKG,Asia Pacific,Hong Kong,154,3.86
152.70.103.145,2087,2087,true,HKG,Asia Pacific,Hong Kong,156,3.86
132.145.125.165,2083,2083,true,NRT,Asia Pacific,Tokyo,84,3.86
158.101.155.246,8443,8443,true,HKG,Asia Pacific,Hong Kong,174,3.84
152.70.107.26,8443,8443,true,LAX,North America,Los Angeles,185,3.84
152.70.103.145,2095,2095,false,HKG,Asia Pacific,Hong Kong,146,3.84
151.145.74.199,8443,8443,true,NRT,Asia Pacific,Tokyo,80,3.83
150.230.108.135,2095,2095,false,HKG,Asia Pacific,Hong Kong,140,3.82
146.235.234.114,443,443,true,SJC,North America,San Jose,180,3.81
155.248.176.98,2096,2096,true,HKG,Asia Pacific,Hong Kong,149,3.80
158.179.180.109,8880,8880,false,HKG,Asia Pacific,Hong Kong,145,3.79
158.101.149.81,2083,2083,true,HKG,Asia Pacific,Hong Kong,150,3.78
138.2.14.209,80,80,false,HKG,Asia Pacific,Hong Kong,146,3.78
150.230.105.228,8443,8443,true,HKG,Asia Pacific,Hong Kong,186,3.77
168.138.207.64,2082,2082,false,SIN,Asia Pacific,Singapore,167,3.76
138.2.19.122,8443,8443,true,HKG,Asia Pacific,Hong Kong,163,3.75
151.145.74.56,2096,2096,true,NRT,Asia Pacific,Tokyo,75,3.75
140.238.33.165,2087,2087,true,NRT,Asia Pacific,Tokyo,88,3.72
151.145.68.166,2052,2052,false,HKG,Asia Pacific,Hong Kong,146,3.71
150.230.219.83,80,80,false,HKG,Asia Pacific,Hong Kong,152,3.70
168.138.163.239,2096,2096,true,SIN,Asia Pacific,Singapore,74,3.69
158.101.139.42,2096,2096,true,NRT,Asia Pacific,Tokyo,125,3.68
152.70.106.195,8080,8080,false,HKG,Asia Pacific,Hong Kong,207,3.68
138.2.10.251,2087,2087,true,HKG,Asia Pacific,Hong Kong,157,3.67
132.145.127.51,2082,2082,false,HKG,Asia Pacific,Hong Kong,146,3.66
158.101.140.255,2087,2087,true,HKG,Asia Pacific,Hong Kong,142,3.65
155.248.162.160,2053,2053,true,HKG,Asia Pacific,Hong Kong,164,3.63
138.3.222.204,80,80,false,NRT,Asia Pacific,Tokyo,78,3.63
158.101.175.51,2053,443,true,FRA,Europe,Frankfurt,184,3.62
151.145.69.105,2053,2053,true,HKG,Asia Pacific,Hong Kong,137,3.62
168.138.212.40,2096,2096,true,HKG,Asia Pacific,Hong Kong,163,3.62
138.2.18.184,443,443,true,NRT,Asia Pacific,Tokyo,108,3.62
168.138.207.64,2095,2095,false,HKG,Asia Pacific,Hong Kong,145,3.59
151.145.71.127,2052,2052,false,SIN,Asia Pacific,Singapore,154,3.59
168.138.206.109,2053,2053,true,NRT,Asia Pacific,Tokyo,131,3.58
132.145.127.51,2086,2086,false,HKG,Asia Pacific,Hong Kong,146,3.57
158.101.142.103,8080,8080,false,HKG,Asia Pacific,Hong Kong,139,3.57
158.101.149.122,2086,2086,false,HKG,Asia Pacific,Hong Kong,145,3.57
158.101.155.246,2087,2087,true,HKG,Asia Pacific,Hong Kong,141,3.56
168.138.211.131,8443,8443,true,HKG,Asia Pacific,Hong Kong,159,3.56
151.145.65.203,2087,2087,true,HKG,Asia Pacific,Hong Kong,208,3.50
155.248.162.160,2096,2096,true,HKG,Asia Pacific,Hong Kong,175,3.49
168.138.200.159,2082,2082,false,HKG,Asia Pacific,Hong Kong,147,3.49
138.3.212.226,8443,8443,true,HKG,Asia Pacific,Hong Kong,141,3.48
158.101.65.24,2096,2096,true,HKG,Asia Pacific,Hong Kong,161,3.45
155.248.180.57,2053,2053,true,HKG,Asia Pacific,Hong Kong,143,3.45
151.145.74.56,80,80,false,HKG,Asia Pacific,Hong Kong,140,3.44
168.138.202.145,80,80,false,NRT,Asia Pacific,Tokyo,77,3.44
158.101.70.155,2086,2086,false,HKG,Asia Pacific,Hong Kong,148,3.42
150.136.61.148,443,443,true,IAD,North America,Ashburn,234,3.42
158.179.16.247,443,443,true,MEL,Oceania,Melbourne,139,3.40
152.70.98.174,2086,2086,false,HKG,Asia Pacific,Hong Kong,145,3.39
158.101.145.246,2096,2096,true,HKG,Asia Pacific,Hong Kong,143,3.39
152.70.107.26,8880,8880,false,LAX,North America,Los Angeles,202,3.35
129.159.241.172,443,443,true,FRA,Europe,Frankfurt,164,3.35
158.178.242.56,80,80,false,SIN,Asia Pacific,Singapore,2,3.34
140.238.60.177,2053,2053,true,HKG,Asia Pacific,Hong Kong,146,3.33
168.138.70.29,443,443,true,YYZ,North America,Toronto,249,3.33
168.138.213.210,2087,2087,true,HKG,Asia Pacific,Hong Kong,193,3.32
155.248.169.71,2052,2052,false,NRT,Asia Pacific,Tokyo,89,3.32
155.248.160.83,2052,2052,false,HKG,Asia Pacific,Hong Kong,140,3.32
158.101.154.70,8443,8443,true,HKG,Asia Pacific,Hong Kong,159,3.32
152.70.106.185,2086,2086,false,HKG,Asia Pacific,Hong Kong,149,3.30
138.3.242.15,443,443,true,FRA,Europe,Frankfurt,192,3.27
138.3.222.204,2052,2052,false,HKG,Asia Pacific,Hong Kong,142,3.27
168.138.212.74,2096,2096,true,HKG,Asia Pacific,Hong Kong,192,3.27
132.145.124.198,2086,2086,false,HKG,Asia Pacific,Hong Kong,146,3.26
151.145.68.104,2086,2086,false,HKG,Asia Pacific,Hong Kong,150,3.24
141.147.40.44,8443,443,true,FRA,Europe,Frankfurt,177,3.22
132.145.123.238,8080,8080,false,HKG,Asia Pacific,Hong Kong,140,3.19
152.70.103.145,8880,8880,false,HKG,Asia Pacific,Hong Kong,146,3.18
151.145.69.105,2096,2096,true,HKG,Asia Pacific,Hong Kong,140,3.18
152.70.107.26,2096,2096,true,NRT,Asia Pacific,Tokyo,137,3.15
168.138.195.31,2053,2053,true,HKG,Asia Pacific,Hong Kong,175,3.15
151.145.68.104,2053,2053,true,HKG,Asia Pacific,Hong Kong,141,3.15
168.138.209.84,2087,2087,true,HKG,Asia Pacific,Hong Kong,145,3.13
151.145.64.170,2095,2095,false,SIN,Asia Pacific,Singapore,191,3.12
140.238.51.184,2083,2083,true,NRT,Asia Pacific,Tokyo,85,3.10
138.3.212.226,2096,2096,true,NRT,Asia Pacific,Tokyo,91,3.10
155.248.180.103,2096,2096,true,HKG,Asia Pacific,Hong Kong,197,3.09
168.138.192.185,2096,2096,true,HKG,Asia Pacific,Hong Kong,193,3.07
158.101.81.4,2053,2053,true,HKG,Asia Pacific,Hong Kong,146,3.05
155.248.166.141,2083,2083,true,SIN,Asia Pacific,Singapore,154,3.04
155.248.180.103,2086,2086,false,HKG,Asia Pacific,Hong Kong,152,3.02
138.3.215.11,2096,2096,true,HKG,Asia Pacific,Hong Kong,134,3.01
138.2.14.209,2082,2082,false,LAX,North America,Los Angeles,187,3.01
158.101.92.156,2082,2082,false,HKG,Asia Pacific,Hong Kong,144,2.95
158.101.169.13,2053,443,true,FRA,Europe,Frankfurt,251,2.92
64.110.104.30,443,443,true,KIX,Asia Pacific,Osaka,75,2.90
152.70.107.26,2095,2095,false,LAX,North America,Los Angeles,230,2.90
158.178.246.169,8443,8443,true,SIN,Asia Pacific,Singapore,80,2.89
138.3.220.4,2096,2096,true,HKG,Asia Pacific,Hong Kong,143,2.89
155.248.167.70,2087,2087,true,HKG,Asia Pacific,Hong Kong,143,2.87
132.145.124.198,8080,8080,false,HKG,Asia Pacific,Hong Kong,142,2.87
158.179.182.19,8443,8443,true,HKG,Asia Pacific,Hong Kong,176,2.86
158.101.140.252,80,80,false,HKG,Asia Pacific,Hong Kong,140,2.81
168.138.212.40,80,80,false,HKG,Asia Pacific,Hong Kong,146,2.81
158.101.92.156,80,80,false,HKG,Asia Pacific,Hong Kong,140,2.80
168.138.212.74,2082,2082,false,HKG,Asia Pacific,Hong Kong,148,2.80
138.2.6.252,2095,2095,false,HKG,Asia Pacific,Hong Kong,155,2.77
150.230.219.168,2095,2095,false,HKG,Asia Pacific,Hong Kong,145,2.76
155.248.180.103,2083,2083,true,HKG,Asia Pacific,Hong Kong,140,2.75
158.101.70.155,8443,8443,true,NRT,Asia Pacific,Tokyo,75,2.74
158.179.181.107,2083,2083,true,HKG,Asia Pacific,Hong Kong,171,2.72
151.145.69.174,2096,2096,true,HKG,Asia Pacific,Hong Kong,150,2.71
151.145.70.28,8080,8080,false,HKG,Asia Pacific,Hong Kong,142,2.70
152.70.106.195,2095,2095,false,HKG,Asia Pacific,Hong Kong,140,2.69
168.138.212.40,2087,2087,true,NRT,Asia Pacific,Tokyo,118,2.69
168.138.209.84,2096,2096,true,HKG,Asia Pacific,Hong Kong,158,2.69
151.145.64.170,2052,2052,false,HKG,Asia Pacific,Hong Kong,145,2.68
141.147.67.154,443,443,true,FRA,Europe,Frankfurt,184,2.66
152.70.107.26,2083,2083,true,SIN,Asia Pacific,Singapore,154,2.64
158.101.140.252,2087,2087,true,HKG,Asia Pacific,Hong Kong,175,2.64
138.3.212.144,8443,8443,true,SIN,Asia Pacific,Singapore,163,2.62
158.101.169.13,8443,443,true,FRA,Europe,Frankfurt,165,2.62
158.179.178.142,2082,2082,false,NRT,Asia Pacific,Tokyo,75,2.62
151.145.71.127,2087,2087,true,HKG,Asia Pacific,Hong Kong,144,2.61
151.145.74.199,2096,2096,true,HKG,Asia Pacific,Hong Kong,206,2.60
138.2.7.72,8443,8443,true,HKG,Asia Pacific,Hong Kong,142,2.60
150.230.105.179,8080,8080,false,HKG,Asia Pacific,Hong Kong,138,2.59
140.238.51.89,2087,2087,true,HKG,Asia Pacific,Hong Kong,147,2.59
168.138.207.64,8443,8443,true,HKG,Asia Pacific,Hong Kong,176,2.57
168.138.200.159,2052,2052,false,HKG,Asia Pacific,Hong Kong,149,2.56
158.101.146.165,2053,2053,true,HKG,Asia Pacific,Hong Kong,168,2.56
158.101.159.181,2096,2096,true,HKG,Asia Pacific,Hong Kong,144,2.53
150.230.105.179,8443,8443,true,SIN,Asia Pacific,Singapore,149,2.53
155.248.185.38,2053,2053,true,HKG,Asia Pacific,Hong Kong,160,2.52
140.238.35.78,8443,8443,true,HKG,Asia Pacific,Hong Kong,190,2.49
158.179.172.95,443,443,true,ICN,Asia Pacific,Seoul,104,2.46
155.248.182.244,2086,2086,false,HKG,Asia Pacific,Hong Kong,143,2.46
168.138.212.175,8080,8080,false,HKG,Asia Pacific,Hong Kong,147,2.43
155.248.162.160,8880,8880,false,HKG,Asia Pacific,Hong Kong,142,2.42
158.179.180.233,2083,2083,true,NRT,Asia Pacific,Tokyo,92,2.41
158.101.92.156,2052,2052,false,HKG,Asia Pacific,Hong Kong,161,2.38
168.138.194.121,2095,2095,false,HKG,Asia Pacific,Hong Kong,147,2.38
151.145.74.199,2053,2053,true,HKG,Asia Pacific,Hong Kong,142,2.36
152.70.104.69,2096,2096,true,SIN,Asia Pacific,Singapore,155,2.36
140.238.52.141,2087,2087,true,HKG,Asia Pacific,Hong Kong,144,2.36
151.145.74.56,2082,2082,false,HKG,Asia Pacific,Hong Kong,147,2.35
158.179.178.142,2087,2087,true,NRT,Asia Pacific,Tokyo,121,2.35
140.238.60.71,2087,2087,true,NRT,Asia Pacific,Tokyo,98,2.30
152.70.98.174,2083,2083,true,HKG,Asia Pacific,Hong Kong,198,2.29
158.101.155.246,2096,2096,true,HKG,Asia Pacific,Hong Kong,147,2.28
158.101.169.13,2053,443,true,FRA,Europe,Frankfurt,181,2.25
152.67.146.85,443,443,true,FRA,Europe,Frankfurt,160,2.24
158.179.176.239,2087,2087,true,HKG,Asia Pacific,Hong Kong,220,2.23
151.145.69.174,2086,2086,false,NRT,Asia Pacific,Tokyo,75,2.22
158.101.175.51,2053,443,true,FRA,Europe,Frankfurt,164,2.22
140.238.52.81,2053,2053,true,HKG,Asia Pacific,Hong Kong,142,2.20
132.145.123.143,2095,2095,false,HKG,Asia Pacific,Hong Kong,144,2.17
168.138.208.164,2083,2083,true,HKG,Asia Pacific,Hong Kong,185,2.17
151.145.68.166,2053,2053,true,LAX,North America,Los Angeles,227,2.16
158.101.175.51,8443,443,true,FRA,Europe,Frankfurt,176,2.15
140.238.58.42,2053,2053,true,HKG,Asia Pacific,Hong Kong,182,2.15
158.101.140.252,2083,2083,true,HKG,Asia Pacific,Hong Kong,148,2.13
